elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P04;P05;P06;P07;P0801;P0802;P0803;P0901;P0902;P0903;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p2301;p2302;p2303;p2401;p2402;p2403;p2501;p2502;p2503;p2504;p2505;p2506;p26A01;p26A02;p26A03;p26A04;p26A05;p26A06;p26B01;p26B02;p26B03;p26B04;p26B05;p26B06;p27;p28;p29;p3001;p3002;p3003;p3004;p3005;p3101;p3102;p3103;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p43;p44;wt
2310;106;3;2;3;902;2;43;1;3;4;3;4;8;2;2;8;6;2;4;2;2;3;2;3;3;4;2;2;8;2;15;7;6;4;1;2;3;6;5;3;3;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;3;3;2;0;2;0;0;8;10;30;5;7;3;2;1;5;1;6;3;4;2;1;4;1,98362252182659
2311;16;3;1;3;80;2;88;5;2;3;2;2;2;1;8;99;99;99;2;2;3;2;1;2;3;2;1;1;1;1;1;7;10;10;3;10;10;8;6;7;6;0;0;2;2;2;2;1;1;7;6;6;0;12;12;2;2;2;7;7;7;7;7;1;8;13;5;5;2;3;3;2;3;2;3;4;2;4;1;,598298411061412
2312;647;3;1;1;45;2;27;1;2;3;2;3;19;2;8;19;2;99;3;3;3;1;3;2;2;3;1;2;2;2;2;7;6;1;4;5;10;5;11;6;6;0;0;2;2;1;1;1;1;6;6;12;12;12;12;3;2;2;8;7;7;6;6;99;99;99;3;7;1;2;1;4;3;7;3;4;2;4;1;,704786608069506
2313;109;3;2;3;40;2;51;1;2;2;2;2;6;2;99;6;99;99;2;2;2;3;2;2;3;3;1;1;13;5;14;7;4;5;1;10;10;8;3;3;0;5;0;1;1;1;1;2;1;12;12;12;12;4;12;2;2;2;7;8;5;5;7;1;2;11;6;4;1;2;4;5;3;8;7;1;2;1;4;1,02639090634417
2314;337;3;1;1;69;1;45;1;2;3;2;2;16;18;1;16;18;18;2;2;3;2;2;2;4;2;1;1;13;5;15;6;4;7;10;10;10;11;11;11;11;11;11;2;2;2;2;2;2;11;11;11;11;11;11;3;4;3;5;3;5;3;3;98;4;9;3;10;1;1;1;5;2;8;3;4;1;4;1;,704786608069506
2315;706;3;1;1;999;2;40;3;2;3;2;2;1;1;8;99;99;99;1;1;3;1;1;2;2;3;2;2;12;5;2;6;7;3;2;1;10;7;8;6;6;0;0;2;2;2;2;1;1;7;7;6;6;12;12;2;2;1;7;6;7;6;6;99;99;99;3;3;1;2;1;3;2;6;3;4;2;4;1;,704786608069506
2316;148;3;1;1;69;1;53;1;2;3;2;2;1;30;15;6;1;99;2;2;2;2;2;2;3;1;1;1;2;1;2;7;6;1;4;10;10;4;10;4;5;0;0;2;2;2;2;2;2;5;9;3;1;6;0;3;3;2;6;5;5;5;5;6;99;99;3;10;1;1;1;5;3;6;3;4;1;4;1;,704786608069506
2317;190;3;1;1;73;2;23;4;2;3;2;4;19;26;99;19;4;13;2;3;3;1;1;3;2;3;1;1;2;1;2;7;6;3;5;10;10;2;9;2;7;0;0;2;2;2;1;2;1;4;9;3;12;4;12;3;2;3;3;1;4;2;3;1;99;99;2;8;1;1;1;4;2;6;3;4;2;4;1;,704786608069506
2318;911;3;1;3;45;2;45;1;3;4;2;3;8;1;2;8;99;99;3;3;2;2;4;3;2;3;1;1;12;5;2;6;7;10;2;5;10;4;7;4;6;0;0;2;1;1;1;1;1;11;12;12;12;12;12;4;3;2;6;4;4;2;2;99;99;99;6;5;2;2;3;3;3;6;3;4;2;4;1;,709082376607986
2319;650;3;2;1;69;1;27;1;2;3;2;2;99;99;99;10;99;99;2;2;3;1;1;2;3;1;3;4;14;5;9;7;6;3;2;10;10;3;5;2;5;0;0;2;1;1;1;1;2;0;12;12;12;12;3;4;3;4;2;0;5;0;2;98;99;99;1;3;1;2;1;5;3;6;3;4;1;2;4;1,98362252182659
2320;16;3;1;3;45;2;70;5;2;3;2;3;2;8;5;31;6;99;2;1;3;4;3;2;2;2;1;1;3;2;3;7;10;10;1;5;2;6;7;8;5;0;0;1;1;2;1;1;2;12;12;7;12;12;6;2;2;2;8;8;7;7;7;11;2;99;5;8;3;3;4;2;1;1;5;4;2;4;2;,867854882440045
2321;71;3;1;3;69;1;45;1;1;4;1;2;18;1;7;6;22;25;1;2;2;1;2;1;3;2;1;1;1;1;1;7;6;10;3;10;10;10;4;4;3;4;0;2;2;2;2;1;2;9;3;6;2;12;0;1;2;1;8;10;8;6;8;4;8;11;5;10;1;1;1;4;1;2;3;4;1;4;1;,59467379483113
2322;911;3;1;3;67;1;60;5;2;3;2;2;1;7;99;99;99;99;2;2;3;2;2;2;2;2;1;1;1;1;1;7;4;6;8;8;8;10;4;3;2;0;0;2;2;2;2;2;2;8;5;3;0;1;0;2;2;1;8;8;8;7;8;8;7;6;2;10;1;2;3;2;2;2;3;4;1;4;1;,598298411061412
2323;356;3;2;1;73;2;50;1;2;4;2;3;1;99;99;99;99;99;2;2;3;2;1;2;3;1;1;1;2;1;2;7;6;3;5;4;10;2;9;3;8;0;0;2;2;2;1;1;1;4;8;3;12;12;12;3;4;3;5;4;4;3;4;99;99;99;1;8;1;1;1;5;2;5;3;4;2;2;4;,704786608069506
2324;337;3;2;3;36;1;29;1;2;3;2;4;8;6;9;99;99;99;1;2;3;2;1;2;3;3;2;2;1;3;1;7;3;6;4;5;2;7;6;4;7;2;0;2;1;2;1;1;1;7;12;6;12;12;12;2;2;2;7;5;7;3;4;99;99;99;5;7;2;2;1;3;1;2;3;4;1;2;4;,59467379483113
2325;148;3;2;3;36;1;29;1;4;4;2;4;4;18;4;6;4;99;2;2;3;1;1;3;1;1;3;3;14;5;9;5;3;2;7;1;10;1;0;0;0;1;6;2;1;1;2;1;1;5;12;12;5;12;12;5;3;2;5;0;7;0;3;12;4;99;6;0;6;1;3;3;2;7;3;4;1;1;4;1,99571296611699
2326;706;3;2;3;9;2;35;1;2;4;2;3;1;99;99;1;9;99;2;2;3;1;2;3;3;2;1;1;2;2;2;7;6;1;5;10;10;3;8;4;9;0;0;1;1;1;1;1;1;12;12;12;12;12;12;3;2;3;6;3;5;5;4;99;99;99;0;5;3;2;2;4;3;7;3;4;2;2;4;,704786608069506
2327;650;3;2;3;30;1;60;1;2;2;1;2;8;2;7;10;9;9;1;1;3;1;1;1;3;3;1;1;3;1;3;2;4;10;1;10;10;9;0;10;5;3;5;1;2;2;1;1;2;12;8;9;12;12;7;1;2;1;8;5;9;5;9;2;8;9;11;5;3;3;4;2;1;2;3;4;3;1;4;,867854882440045
2328;647;3;2;3;69;1;83;5;3;4;2;2;1;4;99;99;99;99;2;2;3;1;2;2;2;3;1;3;14;5;1;4;10;10;1;6;10;5;2;3;2;4;2;2;2;2;2;1;1;7;4;5;4;12;12;2;2;2;8;8;8;7;8;99;99;99;7;6;3;3;3;5;1;2;3;4;1;1;4;,598298411061412
2329;911;3;1;3;29;1;74;5;2;4;2;5;8;8;99;99;99;99;1;1;3;2;1;1;3;2;1;1;1;2;1;7;10;10;4;10;10;9;3;8;2;2;0;2;2;2;2;2;1;5;6;6;5;5;12;2;2;2;5;6;6;5;5;99;99;99;10;11;2;2;1;2;1;2;5;4;1;4;1;,59467379483113
2330;190;3;1;1;71;2;44;1;1;4;1;3;16;6;99;15;11;99;1;1;3;1;2;1;3;1;1;1;1;1;1;7;6;5;8;8;8;10;2;4;0;0;0;2;2;2;2;2;2;10;2;3;1;4;1;1;1;1;10;10;10;8;9;4;6;1;5;10;1;1;1;5;2;6;3;4;2;4;1;,59467379483113
2331;16;3;1;3;79;2;30;3;1;1;2;2;1;99;99;1;99;99;1;2;3;2;1;1;3;4;5;5;14;5;12;7;10;10;1;10;10;8;4;6;6;5;0;1;1;1;1;1;1;12;12;12;12;12;12;2;1;1;7;8;9;7;9;99;99;99;5;0;6;1;5;2;2;2;7;2;2;4;1;3,4236788903746
2332;106;3;2;3;71;2;64;1;3;4;3;3;5;99;99;99;99;99;3;4;2;4;3;2;4;3;2;1;7;1;15;2;4;5;8;8;8;3;0;0;0;0;8;1;1;1;1;1;1;12;12;12;12;12;12;4;2;3;5;3;7;3;5;4;98;99;5;5;3;3;3;3;3;2;3;4;2;2;4;,518698615217129
2333;148;3;1;1;81;1;24;1;2;4;3;4;1;10;99;1;99;99;2;3;3;1;1;3;1;2;1;1;2;2;2;8;8;8;8;8;8;1;7;0;0;0;0;2;2;1;1;1;1;1;4;12;12;12;12;4;3;2;4;0;3;3;3;6;99;99;0;10;1;2;1;5;3;6;3;4;1;4;1;,704786608069506
2334;650;3;1;1;75;1;48;5;2;4;2;2;1;99;99;7;9;99;5;2;2;3;1;2;1;1;1;1;1;3;1;7;6;10;2;10;10;9;7;5;5;0;0;2;1;2;1;1;1;8;12;8;12;12;12;2;2;2;9;9;9;6;7;99;99;99;5;10;1;1;2;4;2;6;3;4;1;4;1;,59467379483113
2335;109;3;1;1;999;2;43;1;2;3;1;2;5;99;99;35;99;99;2;2;3;2;1;2;1;4;2;2;12;5;9;7;3;6;2;1;10;6;8;6;0;0;0;2;2;2;2;1;1;7;11;6;11;12;12;2;2;2;7;6;8;7;7;99;99;99;3;8;1;1;2;3;2;8;3;4;2;4;1;1,98362252182659
2336;356;3;1;1;69;1;38;1;2;3;1;3;1;30;4;33;35;6;2;2;3;3;2;2;1;3;1;1;2;2;2;7;6;3;1;4;10;8;9;4;0;0;0;1;2;2;1;1;1;12;7;6;12;12;12;2;2;2;8;7;9;5;6;99;99;99;3;8;2;2;1;4;2;6;3;4;1;4;1;,704786608069506
2337;16;3;1;1;69;1;54;2;4;4;4;3;8;2;18;1;2;98;4;4;1;2;2;2;3;4;2;1;2;3;1;6;3;7;1;10;10;7;6;4;5;0;0;2;1;2;1;1;1;0;12;4;12;12;12;5;2;1;6;0;8;10;0;35;99;99;3;10;1;1;3;2;3;2;3;4;1;4;1;,598298411061412
2338;650;3;2;1;53;1;27;1;2;2;2;2;7;10;1;99;99;99;3;5;2;2;1;2;2;2;1;1;12;5;2;7;6;10;2;10;10;6;9;6;5;0;0;2;2;2;2;1;1;11;7;5;5;12;12;3;1;1;7;6;5;3;4;30;6;99;2;9;2;1;1;5;3;2;7;1;1;2;4;,704786608069506
2339;706;3;1;1;80;2;23;4;2;3;2;2;99;99;99;1;19;99;2;2;3;1;2;2;2;3;1;1;1;2;1;7;10;10;3;10;10;8;6;7;5;6;2;2;1;1;1;1;1;8;12;12;12;12;12;2;2;2;7;6;7;5;7;99;99;99;6;5;3;3;1;5;2;6;3;4;2;4;1;,59467379483113
2340;356;3;1;1;55;2;45;6;2;3;2;5;6;2;4;6;1;6;2;2;1;3;2;2;4;3;1;2;13;5;15;7;6;3;1;4;2;5;8;3;0;0;0;2;2;1;1;1;1;5;9;12;12;12;12;3;2;3;4;3;5;4;3;99;99;99;4;8;2;1;1;3;2;6;1;4;2;4;1;,704786608069506
2341;148;3;1;3;56;2;60;1;2;3;2;2;8;1;99;99;99;99;2;2;3;2;1;2;3;3;2;2;13;5;15;6;7;10;1;2;10;6;6;5;4;0;0;2;2;2;1;2;1;11;5;5;12;5;12;2;2;2;8;8;8;5;8;99;99;99;5;5;2;2;2;2;3;1;3;4;2;4;1;,59467379483113
2342;109;3;2;3;67;1;77;5;2;3;2;2;1;8;2;8;99;99;2;2;3;3;2;2;3;2;1;1;3;1;3;5;7;4;1;10;10;6;3;10;3;0;0;2;2;2;2;1;1;6;3;9;0;12;12;2;2;2;7;8;8;7;8;8;1;9;4;4;3;3;2;5;3;1;5;4;1;1;4;,502820663271048
2343;106;3;2;1;69;2;44;1;2;2;2;3;6;99;99;8;30;99;2;2;3;4;2;2;4;2;1;1;2;2;2;7;6;3;4;1;10;5;10;5;5;0;0;2;2;2;2;1;1;5;8;10;5;12;12;2;2;3;11;11;3;5;5;99;99;99;0;5;1;2;2;4;3;6;3;4;2;1;4;,704786608069506
2344;190;3;2;3;45;1;26;1;2;4;2;2;5;1;99;9;1;99;2;2;3;3;2;2;3;3;3;4;14;5;9;8;8;8;8;8;8;5;4;4;4;2;1;2;1;2;1;1;1;5;12;5;12;12;12;3;2;3;5;5;4;4;5;99;99;99;6;5;2;2;2;2;2;6;3;4;1;2;4;1,98362252182659
2345;337;3;2;1;40;1;47;1;2;3;2;2;2;6;1;6;23;99;2;2;2;2;2;2;3;2;1;1;2;1;2;6;7;1;5;3;4;5;8;5;6;0;0;2;2;2;2;2;2;5;8;4;0;6;5;3;2;3;5;4;4;0;4;99;99;99;2;9;1;1;1;2;3;6;3;4;1;2;4;,704786608069506
2346;706;3;2;1;51;2;49;1;2;3;2;3;2;13;8;99;99;99;1;2;3;2;2;2;2;4;1;1;12;5;14;6;7;3;2;4;10;4;6;0;4;0;0;2;2;2;1;1;1;5;4;3;12;12;12;6;3;3;5;3;4;4;5;99;99;99;2;8;2;3;1;4;2;7;3;4;2;1;4;,704786608069506
2347;148;3;2;3;69;2;63;1;2;4;2;2;99;99;99;8;99;99;2;2;3;2;1;2;2;4;1;1;12;5;1;7;2;10;1;3;10;8;0;7;5;5;0;1;1;1;1;1;1;12;12;12;12;12;12;3;2;1;8;6;8;6;6;4;99;99;5;5;4;3;3;5;2;1;4;4;2;1;4;,598298411061412
2348;356;3;2;3;45;2;30;1;3;4;1;3;5;2;21;7;8;99;1;1;3;1;3;1;1;4;1;1;11;5;11;6;7;10;8;8;8;0;0;0;11;0;0;1;1;1;1;1;1;12;12;12;12;12;12;4;3;3;5;5;5;5;6;11;2;99;5;6;3;1;2;3;2;5;3;4;1;2;4;1,98362252182659
2349;650;3;2;3;69;1;27;1;3;3;3;3;1;7;2;1;2;7;2;1;3;1;2;3;1;1;1;1;7;1;6;3;2;4;6;1;10;6;0;3;2;7;9;2;2;2;2;1;2;5;0;2;5;12;9;3;3;3;3;5;5;2;2;4;1;7;6;5;3;3;1;5;2;1;3;4;1;1;4;,666759262429146
2350;706;3;2;1;999;1;67;5;2;2;2;2;99;99;99;99;99;99;2;2;3;2;2;2;2;4;2;1;12;5;1;7;10;10;8;8;8;6;0;0;0;0;0;2;2;2;1;1;1;7;6;6;12;12;12;2;1;2;6;6;7;6;6;99;99;99;5;5;1;1;1;4;1;1;3;4;1;2;4;,59467379483113
2351;881;3;1;3;69;2;65;5;2;4;2;2;1;8;9;8;9;9;5;2;3;2;2;2;3;2;1;1;12;5;2;7;6;3;10;10;10;5;6;5;7;2;0;2;2;2;2;2;2;11;6;7;4;5;3;4;1;2;3;6;8;3;6;6;98;98;2;6;2;3;3;2;2;2;3;4;2;4;1;,709082376607986
2352;339;3;2;1;17;2;64;5;2;3;3;3;2;1;31;8;6;99;2;2;3;4;2;3;1;3;1;1;2;2;2;7;6;4;1;3;10;5;6;0;4;0;0;2;2;2;2;1;1;5;4;2;0;12;12;3;3;2;5;2;7;3;5;6;2;99;8;8;1;2;2;2;2;2;3;4;2;1;4;,704786608069506
2353;357;3;2;3;69;2;67;5;2;3;2;2;1;2;7;99;99;99;2;2;2;2;2;2;3;3;1;1;13;5;15;7;6;3;2;4;5;2;7;4;6;2;0;2;2;2;2;2;2;5;7;3;2;4;0;3;1;3;5;3;5;3;4;99;99;99;2;6;2;2;3;3;3;2;3;4;2;1;4;,709082376607986
2354;250;3;1;1;19;2;74;5;2;2;2;2;16;8;2;99;99;99;1;1;3;2;1;2;2;2;1;1;2;1;2;6;7;3;4;10;10;5;7;5;5;2;1;2;2;2;2;1;2;5;7;3;3;12;6;2;1;2;7;5;5;6;5;99;99;99;0;10;1;1;1;4;2;2;3;4;2;4;1;,704786608069506
2355;367;3;1;1;79;1;52;1;2;3;2;2;1;2;99;2;9;99;2;2;3;2;1;2;2;2;1;1;12;5;1;6;7;10;1;4;2;7;6;6;5;0;0;2;2;2;1;1;1;7;7;7;12;12;12;2;2;2;8;7;8;6;7;6;8;99;6;8;2;2;1;5;2;2;3;4;1;4;1;,59467379483113
2356;250;3;1;3;30;2;77;5;2;2;2;3;2;7;99;99;99;99;2;2;3;2;2;1;3;4;2;2;1;3;1;7;6;10;3;4;10;8;6;6;2;0;0;2;2;2;1;1;1;8;7;8;12;12;12;2;2;2;8;8;7;8;8;8;99;99;5;5;2;3;2;2;2;1;2;4;2;4;1;,59467379483113
2357;367;3;1;3;69;1;93;5;2;3;2;2;8;1;99;99;99;99;5;2;3;6;2;1;3;2;1;1;3;1;3;6;7;10;5;10;10;6;8;7;10;0;0;1;1;2;1;1;1;12;12;8;12;12;12;2;2;3;8;9;8;5;7;1;8;99;0;5;3;2;4;3;2;6;3;4;1;4;1;,867854882440045
2358;875;3;1;1;79;2;57;1;2;4;2;3;6;8;15;99;99;99;1;1;3;2;2;2;2;2;1;1;1;1;1;7;6;4;5;2;10;8;6;5;6;0;0;2;2;2;2;2;2;9;7;5;1;6;0;1;2;1;8;8;9;6;8;8;6;13;5;8;2;2;1;5;2;2;3;4;2;4;1;,59467379483113
2359;881;3;1;3;69;1;68;5;2;3;2;3;8;7;6;6;8;7;5;2;3;1;2;2;2;2;1;1;1;2;1;7;2;4;6;3;10;8;0;5;2;6;0;2;1;1;1;2;1;8;12;12;12;3;12;2;4;2;9;10;9;6;8;16;9;1;6;6;2;2;3;5;1;1;3;4;1;4;1;,598298411061412
2360;357;3;1;3;45;2;62;5;4;4;3;3;13;8;6;7;99;99;2;3;2;1;4;3;1;4;1;2;13;5;15;8;8;8;8;8;8;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;4;3;1;3;11;11;3;1;99;99;99;11;11;3;4;5;3;1;2;5;4;2;4;1;1,02639090634417
2361;250;3;1;3;69;1;67;5;3;4;3;4;1;5;6;6;1;7;2;2;2;2;3;3;2;3;3;4;14;5;9;7;6;3;8;8;8;1;2;0;1;0;0;2;2;2;2;1;1;1;1;0;0;12;12;4;3;4;1;2;0;1;0;99;99;99;4;5;3;3;4;4;3;7;3;4;1;4;1;3,4236788903746
2362;365;3;1;3;17;2;48;3;2;3;2;2;8;1;2;8;1;2;2;5;3;3;2;3;2;1;1;1;3;1;3;6;2;7;4;10;10;6;2;9;6;0;0;2;2;2;2;2;1;6;4;8;0;4;12;2;3;2;6;6;7;4;5;9;6;6;2;0;6;3;1;2;2;1;3;4;2;4;1;,502820663271048
2363;875;3;1;3;53;1;57;1;2;3;2;3;13;2;6;98;7;98;1;2;3;2;3;1;3;4;3;4;14;5;9;6;10;10;1;10;10;5;5;5;5;5;5;2;1;2;1;2;1;5;12;7;12;5;12;3;3;4;6;7;4;8;0;1;98;99;5;7;1;3;3;2;2;2;3;4;1;4;1;1,99571296611699
2364;357;3;1;3;30;2;70;5;2;4;2;4;2;1;7;99;99;99;1;2;3;2;1;2;3;3;1;1;1;1;1;6;7;5;10;10;10;7;0;2;0;0;0;2;2;2;2;1;1;8;4;3;0;12;12;2;2;2;7;6;7;7;1;99;99;99;5;8;1;3;2;4;2;2;5;4;2;4;1;,59467379483113
2365;339;3;1;3;74;2;56;1;2;3;2;3;5;2;99;26;99;99;1;2;3;1;1;2;2;2;1;1;2;2;2;7;6;10;1;4;10;7;8;5;6;0;0;2;2;2;2;1;1;7;8;6;1;12;12;3;2;2;8;7;7;5;6;99;99;99;3;9;1;1;2;5;2;7;3;4;2;4;1;,704786608069506
2366;367;3;1;3;30;2;74;5;2;4;3;3;2;99;99;6;99;99;2;2;3;3;1;2;3;2;1;1;2;1;2;6;7;1;4;3;10;4;9;5;7;0;0;2;2;2;2;1;1;7;8;4;1;12;12;2;3;3;4;4;4;0;3;99;99;99;8;10;1;1;2;2;3;2;3;4;2;4;1;,704786608069506
2367;250;3;1;1;79;2;18;4;2;2;1;3;1;2;99;99;99;99;3;3;3;1;1;1;3;3;4;4;14;5;13;7;10;10;10;10;10;11;5;11;11;11;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;2;11;11;11;11;11;98;99;99;4;5;3;2;1;4;2;8;3;4;2;4;1;1,98362252182659
2368;339;3;2;3;80;1;53;2;2;4;3;3;1;2;9;1;2;8;3;3;3;2;2;3;2;2;2;1;2;2;9;7;6;1;3;4;5;3;8;6;4;0;0;2;1;1;1;1;1;5;12;12;12;12;12;3;3;3;5;5;6;0;3;8;6;12;8;5;3;1;4;3;3;6;3;4;1;1;4;3,4236788903746
2369;365;3;1;3;69;2;60;2;2;3;3;3;6;30;2;2;99;99;4;3;2;2;3;3;2;2;1;1;12;5;2;7;6;10;2;4;3;3;9;8;6;0;0;2;2;2;1;2;1;11;5;5;12;6;12;3;2;3;7;6;6;2;2;8;99;99;7;5;2;2;2;3;3;6;5;4;2;4;1;,704786608069506
2370;367;3;1;3;902;1;78;5;2;4;2;5;2;99;99;99;99;99;2;2;3;2;1;1;3;4;1;1;13;5;14;10;10;10;9;9;9;8;2;4;0;3;0;2;1;2;1;1;1;6;12;6;12;12;12;2;1;1;8;7;7;8;7;99;99;99;6;5;3;3;4;2;2;2;5;4;1;4;1;1,02639090634417
2371;250;3;1;1;56;1;83;5;2;4;2;2;1;99;99;99;99;99;1;2;3;2;1;5;4;4;1;1;1;1;1;6;7;10;8;8;8;10;6;8;4;2;0;2;1;2;2;1;1;8;12;8;6;12;12;2;2;2;9;9;8;8;11;99;99;99;8;8;1;3;2;1;3;1;3;4;1;4;1;,59467379483113
2372;339;3;2;3;19;1;28;1;2;4;1;3;2;99;99;6;99;99;2;2;3;3;1;1;3;4;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;3;3;1;5;5;5;5;3;11;99;99;5;5;3;4;1;2;3;2;5;4;1;2;4;1,98362252182659
2373;357;3;1;3;999;2;62;6;4;4;4;3;10;8;99;6;10;98;2;4;3;4;2;3;4;4;2;2;13;5;1;6;7;5;1;2;3;5;5;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;6;1;2;5;4;11;11;11;99;99;99;11;4;3;3;5;2;3;8;5;4;2;4;1;1,02639090634417
2374;875;3;1;3;30;2;51;1;2;3;2;2;1;13;99;13;1;99;1;2;3;1;1;2;3;2;1;1;12;5;10;7;6;1;8;8;8;5;5;5;5;0;0;2;2;2;1;1;1;5;5;5;12;12;12;3;2;1;5;5;5;0;4;99;99;99;0;4;6;2;1;4;3;6;3;4;2;4;1;,66957567358093
2375;365;3;1;3;71;1;52;1;3;4;3;4;2;1;98;1;2;2;2;2;3;2;3;3;1;1;1;1;13;5;15;4;3;2;10;10;10;5;0;0;0;5;5;2;2;2;2;1;2;5;4;2;5;12;0;4;3;3;5;6;6;4;5;35;4;35;9;9;1;1;1;5;1;1;3;4;4;4;1;,666759262429146
2376;875;3;1;3;79;1;59;1;2;3;2;2;1;8;10;1;99;99;2;2;3;2;2;2;3;2;1;1;2;2;2;6;7;3;4;10;10;1;8;2;4;0;0;2;1;2;1;1;1;5;12;5;12;12;12;3;2;1;7;6;7;6;6;4;99;99;3;5;3;1;3;2;3;6;3;4;1;4;1;,709082376607986
2377;881;3;2;1;18;1;67;1;2;4;3;4;16;99;99;99;99;99;2;3;2;2;2;2;4;3;2;2;2;1;2;7;6;3;1;10;10;5;8;0;3;0;0;2;2;2;2;1;1;11;11;0;0;12;12;3;4;2;11;6;6;11;11;99;99;99;1;9;1;1;1;3;2;7;3;4;1;1;4;,704786608069506
2378;367;3;1;3;69;2;86;5;2;5;2;2;1;6;13;99;99;99;1;2;3;1;2;2;3;2;1;1;3;1;1;7;10;10;1;5;10;8;5;10;6;0;0;2;2;2;2;1;2;8;6;8;4;12;0;2;2;2;7;8;6;6;7;99;99;99;5;6;3;3;3;4;2;1;5;4;2;4;1;,598298411061412
2379;365;3;1;3;999;1;57;1;3;4;3;4;8;1;4;8;2;6;2;2;3;2;3;3;1;2;1;1;6;2;6;2;4;7;8;8;8;4;0;0;0;5;0;2;1;1;1;1;1;4;12;12;12;12;12;3;3;3;5;4;6;4;4;99;99;99;6;0;3;3;5;4;2;2;3;4;1;4;1;1,15080847622074
2380;875;3;1;3;45;1;54;1;1;1;2;2;7;18;8;7;18;99;1;2;3;1;2;2;1;4;1;1;7;3;1;4;6;10;1;3;10;6;5;6;4;0;3;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;5;7;6;6;4;1;7;99;4;5;3;2;4;5;2;7;5;4;1;4;1;1,02639090634417
2381;357;3;2;3;67;1;62;5;2;3;2;2;99;99;99;99;99;99;2;2;3;3;1;2;2;1;1;1;1;1;1;8;8;8;8;8;8;11;0;0;0;0;0;2;2;2;2;2;2;10;0;0;0;0;0;1;2;1;10;9;10;9;10;8;99;99;5;10;2;2;1;3;2;2;3;4;1;2;4;,59467379483113
2382;340;3;2;3;45;2;55;1;4;4;4;4;2;1;7;2;1;7;3;3;1;4;2;3;2;4;1;1;12;5;15;8;8;8;8;8;8;0;0;0;0;0;0;2;1;1;1;1;1;0;12;12;12;12;12;3;2;2;5;5;5;5;5;99;99;99;5;5;3;4;3;3;2;1;2;4;2;2;4;,505885422392527
2383;339;3;2;3;69;2;37;1;2;4;2;2;1;8;99;1;2;99;2;2;2;2;2;2;3;4;1;1;1;2;1;6;7;10;8;8;8;9;5;8;5;0;0;2;1;2;1;1;2;9;12;8;12;12;7;2;2;1;7;11;8;7;7;8;13;99;5;5;3;3;4;2;3;2;7;1;2;2;4;1,02639090634417
2384;367;3;1;1;59;2;51;1;2;4;2;2;1;6;1;26;8;99;2;3;2;2;1;2;3;1;1;1;3;2;3;6;7;10;9;9;9;7;6;5;6;0;0;2;2;2;2;1;1;6;4;5;0;12;12;3;2;2;6;6;7;5;6;8;6;13;5;10;1;2;1;4;2;7;3;4;2;4;1;,502820663271048
2385;340;3;2;1;29;1;45;1;2;3;3;3;1;2;99;2;14;99;1;3;2;2;2;3;2;2;1;1;2;1;2;7;10;10;8;8;8;1;7;0;0;0;0;2;2;2;2;2;2;11;5;0;0;11;1;3;3;1;7;3;3;0;3;98;99;99;2;10;1;1;2;2;3;8;3;4;1;2;4;,704786608069506
2386;875;3;1;1;56;2;68;5;2;2;3;3;1;99;99;99;99;99;3;5;2;2;1;2;1;2;1;1;1;1;1;7;6;5;2;3;10;10;7;6;0;0;0;2;2;2;1;1;1;10;7;7;12;12;12;2;2;1;9;9;9;9;9;99;99;99;11;10;1;1;1;2;3;1;3;4;2;4;1;,59467379483113
2387;250;3;1;3;69;1;85;5;3;4;2;3;2;8;9;8;6;4;2;2;3;3;2;5;3;3;1;2;13;5;15;2;4;10;10;10;10;11;11;11;11;11;11;1;2;2;2;1;1;12;11;11;11;12;12;3;2;2;5;5;7;4;6;99;99;99;5;5;3;2;3;5;2;8;3;4;1;4;1;,598298411061412
2388;367;3;1;3;67;1;75;5;2;4;2;2;7;2;99;7;6;99;5;2;3;3;2;2;2;3;2;3;14;5;3;6;7;10;3;1;2;8;8;7;5;0;0;2;2;2;2;1;1;9;8;8;7;12;12;1;1;2;9;8;8;9;9;99;99;99;0;6;3;3;5;2;2;2;3;4;1;4;1;,867854882440045
2389;339;3;2;3;903;1;54;1;2;3;2;2;2;1;99;99;99;99;2;2;2;3;2;2;2;2;1;1;2;2;2;6;7;3;4;5;10;7;10;2;5;0;0;2;2;2;2;1;2;7;9;2;0;12;5;2;2;2;8;8;6;6;7;99;99;99;1;8;2;1;3;2;2;7;3;4;1;2;4;,709082376607986
2390;365;3;1;3;30;2;64;5;3;4;2;3;1;8;2;1;8;2;2;1;3;1;2;2;3;2;1;1;12;5;3;6;7;1;4;5;3;5;4;7;7;0;0;2;2;2;2;1;1;5;4;4;5;12;12;3;2;2;6;5;6;5;5;16;4;99;2;6;3;2;2;3;2;7;3;4;2;4;1;,502820663271048
